label,seed,split,n,mixture_logits_acc,S_all,S_easy,S_chosen_vs_hops,S_oracle_vs_hops,AUC_h_ge_6,AUC_h_ge_7,AUC_h_ge_8,AUC_h_ge_9,MACRO_AUC,bucket_spread,delta_h9,m_56,m_67,m_78,m_89,adjacent_margin_mean,adjacent_margin_min,chosen_step_entropy_bits,dominant_chosen_step_mass,chosen_step_distinct,E_step_mean,E_step_std,floor_mass_mean,final_mass_mean,floor_mass_max,final_mass_max,flag_hard_floor,flag_hard_final,flag_soft_middle_step,flag_binary_h9_shortcut,flag_ordinal_healthy,flags_concat
rgcn_h7_seed2_w001,2,ood_mixed,512,0.89453125,0.6953407462769207,0.08123112466677847,0.8246037068333735,0.2929752710320245,0.7437282721037302,0.7414435120352059,0.9131841315202209,1.0,0.8495889789147892,1.3406872499689726,1.3405976666647548,0.0003799259956247525,-0.0003357769606950889,0.0004434757418447788,1.3401996251921982,0.33517181249224315,-0.0003357769606950889,1.1524724458736466,0.689453125,3,3.416794214397669,0.6413301775734029,3.980666508596187e-05,0.0,,,False,False,False,True,False,binary_h9_shortcut
rgcn_h7_seed2_w001,2,val,512,0.880859375,0.6965022669774531,0.04102961993968223,0.8299631969539557,0.29866415749769376,0.7295696954500742,0.7590865426600297,0.9115618013414245,1.0,0.8500545098628821,1.3642015449419636,1.3640348030021663,-0.00011129364758888372,0.0002391801904937374,-2.9686675674600593e-05,1.3639920514271444,0.34102256282359367,-0.00011129364758888372,1.2039667125984654,0.67578125,3,3.442635716404766,0.6607002138244296,4.2994151840503037e-05,0.0,,,False,False,False,True,False,binary_h9_shortcut
